,Unnamed: 0,ST_CODE,State_name,Month,Year,PC_Number,PC_name,PC_Type,MP_Name,Sex,Category,Age,Party,Total_voters,Total_Electors,POLL_PERCENTAGE,lat,long,color
369,369,S24,Uttar Pradesh,5,2014,25,Bareilly,GEN,SANTOSH KUMAR GANGWAR,M,GEN,64,BJP,1018100,1664081,61.18,28.3523609,79.4096542,orange
370,370,S24,Uttar Pradesh,5,2014,26,Pilibhit,GEN,MANEKA SANJAY GANDHI,F,GEN,57,BJP,1050568,1671154,62.86,28.55,80.1,orange
371,371,S24,Uttar Pradesh,5,2014,27,Shahjahanpur,SC,KRISHNA RAJ,F,SC,46,BJP,1130569,1979294,57.12,27.966043,79.77583723,orange
372,372,S24,Uttar Pradesh,5,2014,28,Kheri,GEN,AJAY KUMAR,M,GEN,55,BJP,1077881,1679466,64.18,28.116667,80.716667,orange
373,373,S24,Uttar Pradesh,5,2014,30,Sitapur,GEN,RAJESH VERMA,M,GEN,53,BJP,1026987,1550263,66.25,27.5,80.916667,orange
374,374,S24,Uttar Pradesh,5,2014,31,Hardoi,SC,ANSHUL VERMA,M,SC,39,BJP,972906,1714388,56.75,27.4164715,80.2473372,orange
375,375,S24,Uttar Pradesh,5,2014,32,Misrikh,SC,ANJU BALA,F,SC,34,BJP,998314,1725589,57.85,27.4324109,80.5305852,orange
376,376,S24,Uttar Pradesh,5,2014,33,Unnao,GEN,SAKSHI MAHARAJ,M,GEN,58,BJP,1201806,2164392,55.53,26.5,80.5,orange
377,377,S24,Uttar Pradesh,5,2014,34,Mohanlalganj,SC,KAUSHAL KISHORE,M,SC,53,BJP,1116658,1838194,60.75,26.680635,80.9830834,orange
378,378,S24,Uttar Pradesh,5,2014,35,Lucknow,GEN,RAJ NATH SINGH,M,GEN,62,BJP,1034698,1949956,53.06,26.8381,80.9346001,orange
379,379,S24,Uttar Pradesh,5,2014,36,Rae Bareli,GEN,SONIA GANDHI,F,GEN,67,INC,825142,1594954,51.73,26.25,81.25,black
380,380,S24,Uttar Pradesh,5,2014,37,Amethi,GEN,RAHUL GANDHI,M,GEN,43,INC,874872,1669843,52.39,26.1573163,81.8055055,black
381,381,S24,Uttar Pradesh,5,2014,38,Sultanpur,GEN,FEROZE VARUN GANDHI,M,GEN,34,BJP,965310,1703698,56.66,26.25,82,orange
382,382,S24,Uttar Pradesh,5,2014,39,Pratapgarh,GEN,KUWAR HARIVANSH SINGH,M,GEN,64,AD,894524,1716394,52.12,25.75,81.75,springgreen
383,383,S24,Uttar Pradesh,5,2014,40,Farrukhabad,GEN,MUKESH RAJPUT,M,GEN,45,BJP,970749,1613781,60.15,27.5,79.5,orange
384,384,S24,Uttar Pradesh,5,2014,41,Etawah,SC,ASHOK KUMAR DOHAREY,M,SC,43,BJP,939893,1707237,55.05,26.8063069,78.9969944,orange
385,385,S24,Uttar Pradesh,5,2014,42,Kannauj,GEN,DIMPLE YADAV,F,GEN,36,SP,1114576,1808886,61.62,27.0536345,79.9201719,lightslategray
386,386,S24,Uttar Pradesh,5,2014,43,Kanpur,GEN,DR.MURLI MANOHAR JOSHI,M,GEN,80,BJP,835125,1611248,51.83,26.4609135,80.3217588,orange
387,387,S24,Uttar Pradesh,5,2014,44,Akbarpur,GEN,DEVENDRA SINGH @ BHOLE SINGH,M,GEN,60,BJP,971448,1768635,54.93,26.3832104,79.9488395,orange
388,388,S24,Uttar Pradesh,5,2014,45,Jalaun,SC,BHANU PRATAP SINGH VERMA,M,SC,55,BJP,1109197,1887189,58.78,26.11041245,79.3830779,orange
389,389,S24,Uttar Pradesh,5,2014,46,Jhansi,GEN,UMA BHARATI,F,GEN,55,BJP,1320867,1932052,68.37,25.4502464,78.5800085,orange
390,390,S24,Uttar Pradesh,5,2014,47,Hamirpur,GEN,KUNWAR PUSHPENDRA SINGH CHANDEL,M,GEN,40,BJP,977930,1737993,56.27,25.7875002,79.82354027,orange
391,391,S24,Uttar Pradesh,5,2014,49,Fatehpur,GEN,NIRANJAN JYOTI,F,GEN,47,BJP,1057192,1804753,58.58,25.75,80.75,orange
392,392,S24,Uttar Pradesh,5,2014,50,Kaushambi,SC,VINOD KUMAR SONKAR,M,SC,44,BJP,910514,1738509,52.37,25.54308595,81.44865954,orange
393,393,S24,Uttar Pradesh,5,2014,51,Phulpur,GEN,KESHAV PRASAD MAURYA,M,GEN,47,BJP,960419,1913275,50.2,24.9524549,90.3588311,orange
394,394,S24,Uttar Pradesh,5,2014,52,Allahabad,GEN,SHYAMA CHARAN GUPTA,M,GEN,69,BJP,891635,1666569,53.5,25.4381302,81.8338005,orange
395,395,S24,Uttar Pradesh,5,2014,53,Barabanki,SC,PRIYANKA SINGH RAWAT,F,SC,28,BJP,1068169,1721278,62.06,26.9469069,81.37599518,orange
396,396,S24,Uttar Pradesh,5,2014,55,Ambedkar Nagar,GEN,HARI OM PANDEY,M,GEN,58,BJP,1034435,1718774,60.18,26.4696747,82.84586421,orange
397,397,S24,Uttar Pradesh,5,2014,56,Bahraich,SC,SADHVI SAVITRI BAI FOOLE,F,SC,33,BJP,934330,1638640,57.02,27.75,81.75,orange
398,398,S24,Uttar Pradesh,5,2014,59,Gonda,GEN,KIRTI VARDHAN SINGH,M,GEN,48,BJP,873934,1710825,51.08,27.25,82,orange
399,399,S24,Uttar Pradesh,5,2014,61,Basti,GEN,HARISH CHANDRA  ALIAS  HARISH DWIVEDI,M,GEN,40,BJP,1048539,1787476,58.66,27.25,83,orange
400,400,S24,Uttar Pradesh,5,2014,62,Sant Kabir Nagar,GEN,SHARAD TRIPATHI,M,GEN,42,BJP,1012133,1904315,53.15,26.75664945,83.1362123,orange
401,401,S24,Uttar Pradesh,5,2014,63,Maharajganj,GEN,PANKAJ,M,GEN,44,BJP,1060241,1743131,60.82,27.55417975,82.96444241,orange
402,402,S24,Uttar Pradesh,5,2014,64,Gorakhpur,GEN,ADITYANATH,M,GEN,41,BJP,1040822,1903988,54.67,26.916667,83.25,orange
403,403,S24,Uttar Pradesh,5,2014,66,Deoria,GEN,KALRAJ MISHRA,M,GEN,73,BJP,972160,1806926,53.8,26.666667,83.75,orange
404,404,S24,Uttar Pradesh,5,2014,67,Bansgaon,SC,KAMLESH PASWAN,M,SC,38,BJP,877911,1760090,49.88,26.5403,83.2939,orange
405,405,S24,Uttar Pradesh,5,2014,68,Lalganj,SC,NEELAM SONKAR,F,SC,38,BJP,899548,1661470,54.14,25.8698771,85.1754392,orange
406,406,S24,Uttar Pradesh,5,2014,69,Azamgarh,GEN,MULAYAM SINGH YADAV,M,GEN,74,SP,960600,1703121,56.4,26,83,lightslategray
407,407,S24,Uttar Pradesh,5,2014,70,Ghosi,GEN,HARINARAYAN RAJBHAR,M,GEN,73,BJP,1039830,1891112,54.99,25.1631,85.0761,orange
408,408,S24,Uttar Pradesh,5,2014,71,Salempur,GEN,RAVINDRA KUSHAWAHA,M,GEN,50,BJP,855776,1661737,51.5,26.90175685,85.55890358,orange
409,409,S24,Uttar Pradesh,5,2014,72,Ballia,GEN,BHARAT SINGH,M,GEN,62,BJP,942275,1768271,53.29,25.833333,84.166667,orange
410,410,S24,Uttar Pradesh,5,2014,73,Jaunpur,GEN,KRISHNA PRATAP ''''''''K.P.'''''''',M,GEN,37,BJP,1007235,1848842,54.48,25.7472,82.689,orange
411,411,S24,Uttar Pradesh,5,2014,74,Machhlishahr,SC,RAM CHARITRA NISHAD,M,SC,46,BJP,997913,1891969,52.74,25.6854524,82.4102365,orange
412,412,S24,Uttar Pradesh,5,2014,75,Ghazipur,GEN,MANOJ SINHA,M,GEN,55,BJP,986715,1801519,54.77,25.5,83.5,orange
413,413,S24,Uttar Pradesh,5,2014,76,Chandauli,GEN,DR MAHENDRA NATH PANDEY,M,GEN,57,BJP,980654,1593133,61.56,25.1251732,83.23951459,orange
414,414,S24,Uttar Pradesh,5,2014,77,Varanasi,GEN,NARENDRA MODI,M,GEN,63,BJP,1030812,1766487,58.35,25.3356491,83.0076292,orange
415,415,S24,Uttar Pradesh,5,2014,78,Bhadohi,GEN,VIRENDRA SINGH,M,GEN,57,BJP,982154,1834598,53.54,25.3941093,82.5701465,orange
416,416,S24,Uttar Pradesh,5,2014,79,Mirzapur,GEN,ANUPRIYA SINGH PATEL,F,GEN,33,AD,1007646,1720661,58.56,25.1461346,82.5689952,springgreen
417,417,S24,Uttar Pradesh,5,2014,80,Robertsganj,SC,CHHOTELAL,M,SC,41,BJP,885876,1639074,54.05,24.6897879,83.0653136,orange
418,418,S25,West Bengal,5,2014,1,Cooch behar,SC,RENUKA SINHA,F,SC,65,AITC,1332968,1613403,82.62,26.33304975,89.4707733,steelblue
419,419,S25,West Bengal,5,2014,3,Jalpaiguri,SC,BIJOY CHANDRA BARMAN,M,SC,57,AITC,1304280,1531469,85.17,26.5242688,88.7201082,steelblue
420,420,S25,West Bengal,5,2014,4,Darjeeling,GEN,S.S.AHLUWALIA,M,GEN,63,BJP,1142696,1437154,79.51,26.6821128,88.32906871,orange
421,421,S25,West Bengal,5,2014,5,Raiganj,GEN,MD. SALIM,M,GEN,56,CPM,1108503,1387526,79.89,25.6271966,88.1317967,rosybrown
422,422,S25,West Bengal,5,2014,6,Balurghat,GEN,ARPITA GHOSH,F,GEN,47,AITC,1063404,1254497,84.77,25.26213425,88.79618348,steelblue
423,423,S25,West Bengal,5,2014,9,Jangipur,GEN,ABHIJIT MUKHERJEE,M,GEN,54,INC,1119320,1391656,80.43,24.4561534,88.1073968,black
424,424,S25,West Bengal,5,2014,10,Baharampur,GEN,ADHIR RANJAN CHOWDHURY,M,GEN,58,INC,1154702,1453783,79.43,24.3795759,88.58557279,black
425,425,S25,West Bengal,5,2014,11,Murshidabad,GEN,BADARUDDOZA KHAN,M,GEN,60,CPM,1288578,1512098,85.22,24.1745993,88.2721335,rosybrown
426,426,S25,West Bengal,5,2014,12,Krishnanagar,GEN,TAPAS PAUL,M,GEN,57,AITC,1248695,1476783,84.56,23.4058481,88.4958935,steelblue
427,427,S25,West Bengal,5,2014,13,Ranaghat,SC,TAPAS MANDAL,M,SC,42,AITC,1353623,1602849,84.45,23.1738124,88.563677,steelblue
428,428,S25,West Bengal,5,2014,14,Bangaon,SC,KAPIL KRISHNA THAKUR,M,SC,73,AITC,1284297,1540713,83.36,23.0429719,88.8313366,steelblue
429,429,S25,West Bengal,5,2014,15,Barrackpore,GEN,DINESH TRIVEDI,M,GEN,63,AITC,1052600,1287222,81.77,22.7641623,88.3776088,steelblue
430,430,S25,West Bengal,5,2014,17,Barasat,GEN,DR. KAKALI GHOSHDOSTIDAR,F,GEN,55,AITC,1270164,1512792,83.96,22.7176238,88.4889529,steelblue
431,431,S25,West Bengal,5,2014,18,Basirhat,GEN,IDRIS ALI,M,GEN,64,AITC,1274085,1490596,85.47,22.6685224,88.8696693,steelblue
432,432,S25,West Bengal,5,2014,19,Joynagar,SC,PRATIMA MONDAL,F,SC,48,AITC,1189153,1458724,81.52,22.8552967,89.1145704,steelblue
433,433,S25,West Bengal,5,2014,20,Mathurapur,SC,CHOUDHURY MOHAN JATUA,M,SC,75,AITC,1271208,1488785,85.39,24.9261781,84.1771173,steelblue
434,434,S25,West Bengal,5,2014,21,Diamond harbour,GEN,ABHISHEK BANERJEE,M,GEN,26,AITC,1261328,1555914,81.07,22.1910091,88.1904741,steelblue
435,435,S25,West Bengal,5,2014,22,Jadavpur,GEN,SUGATA BOSE,M,GEN,57,AITC,1274723,1595746,79.88,22.4951079,88.3749813,steelblue
436,436,S25,West Bengal,5,2014,23,Kolkata Dakshin,GEN,SUBRATA BAKSHI,M,GEN,64,AITC,1168467,1685296,69.33,22.2250335,88.4496471,steelblue
437,437,S25,West Bengal,5,2014,24,Kolkata Uttar,GEN,SUDIP BANDYOPADHYAY,M,GEN,62,AITC,956148,1433985,66.68,22.660239,88.323984,steelblue
438,438,S25,West Bengal,5,2014,25,Howrah,GEN,PRASUN BANERJEE,M,GEN,59,AITC,1125728,1505099,74.79,22.4914615,88.02928966,steelblue
439,439,S25,West Bengal,5,2014,26,Uluberia,GEN,SULTAN AHMED,M,GEN,58,AITC,1187174,1448632,81.95,22.4723552,88.0932373,steelblue
440,440,S25,West Bengal,5,2014,28,Hooghly,GEN,DR. RATNA DE (NAG),F,GEN,62,AITC,1350939,1630042,82.88,24.5109942,88.074211,steelblue
441,441,S25,West Bengal,5,2014,29,Arambagh,SC,APARUPA PODDAR (AFRIN ALI),F,SC,28,AITC,1362848,1600293,85.16,22.876448,87.790956,steelblue
442,442,S25,West Bengal,5,2014,30,Tamluk,GEN,ADHIKARI SUVENDU,M,GEN,44,AITC,1338336,1527273,87.63,22.2896984,87.9255933,steelblue
443,443,S25,West Bengal,5,2014,31,Kanthi,GEN,ADHIKARI SISIR KUMAR,M,GEN,74,AITC,1292373,1490409,86.71,22.7712204,81.6141839,steelblue
444,444,S25,West Bengal,5,2014,32,Ghatal,GEN,ADHIKARI DEEPAK (DEV),M,GEN,32,AITC,1367637,1610489,84.92,22.6601338,87.7338144,steelblue
445,445,S25,West Bengal,5,2014,33,Jhargram,ST,UMA SAREN,F,ST,29,AITC,1257645,1475112,85.26,22.4529432,86.9926571,steelblue
446,446,S25,West Bengal,5,2014,34,Medinipur,GEN,SANDHYA ROY,F,GEN,73,AITC,1263095,1499673,84.22,22.4207025,87.3269963,steelblue
447,447,S25,West Bengal,5,2014,35,Purulia,GEN,DR. MRIGANKA MAHATO,M,GEN,51,AITC,1206653,1471933,81.98,23.032189,89.5911025,steelblue
448,448,S25,West Bengal,5,2014,36,Bankura,GEN,SREEMATI  DEV VARMA (MOON MOON SEN),F,GEN,60,AITC,1236613,1503812,82.23,23.25,87.25,steelblue
449,449,S25,West Bengal,5,2014,37,Bishnupur,SC,KHAN SAUMITRA,M,SC,34,AITC,1272099,1466921,86.72,23.0758821,87.3146517,steelblue
450,450,S25,West Bengal,5,2014,40,Asansol,GEN,BABUL SUPRIYA BARAL (BABUL SUPRIYO),M,GEN,43,BJP,1142786,1469684,77.76,23.6871297,86.9746587,orange
451,451,S25,West Bengal,5,2014,41,Bolpur,SC,ANUPAM HAZRA,M,SC,32,AITC,1305063,1538421,84.83,23.661154,87.6962424,steelblue
452,452,S25,West Bengal,5,2014,42,Birbhum,GEN,SATABDI ROY,F,GEN,45,AITC,1275948,1495089,85.34,24.062774,87.69081893,steelblue
453,453,S26,Chattisgarh,5,2014,2,RAIGARH,ST,VISHNU DEO SAI,M,ST,50,BJP,1246219,1626949,76.6,22.5,83.5,orange
454,454,S26,Chattisgarh,5,2014,4,KORBA,GEN,DR. BANSHILAL MAHTO,M,GEN,73,BJP,1052839,1423729,73.95,22.51976955,82.62951462,orange
455,455,S26,Chattisgarh,5,2014,5,BILASPUR,GEN,LAKHAN LAL SAHU,M,GEN,43,BJP,1090583,1729229,63.07,22.0785627,82.1476475,orange
456,456,S26,Chattisgarh,5,2014,6,RAJNANDGAON,GEN,ABHISHEK SINGH,M,GEN,33,BJP,1178305,1591373,74.04,20.9714688,80.69087671,orange
457,457,S26,Chattisgarh,5,2014,7,DURG,GEN,TAMRADHWAJ SAHU,M,GEN,65,INC,1259142,1858922,67.74,21.2009417,81.39432418,black
458,458,S26,Chattisgarh,5,2014,8,RAIPUR,GEN,RAMESH BAIS,M,GEN,66,BJP,1250872,1904460,65.68,20.82071695,82.1229769,orange
459,459,S26,Chattisgarh,5,2014,9,MAHASAMUND,GEN,CHANDU LAL SAHU (CHANDU BHAIYA),M,GEN,54,BJP,1131254,1516177,74.61,21.27497955,82.84534524,orange
460,460,S26,Chattisgarh,5,2014,10,BASTAR,ST,DINESH KASHYAP,M,ST,51,BJP,769972,1298083,59.32,19.25,81.25,orange
461,461,S26,Chattisgarh,5,2014,11,KANKER,ST,VIKRAM  USENDI,M,ST,48,BJP,1017080,1448375,70.22,20.11601885,80.75973012,orange
462,462,S27,Jharkhand,5,2014,1,Rajmahal,ST,VIJAY KUMAR HANSDAK,M,ST,31,JMM,951755,1353467,70.32,25.0548239,87.8283219,tan
463,463,S27,Jharkhand,5,2014,2,Dumka,ST,SHIBU SOREN,M,ST,68,JMM,903062,1273049,70.94,24.2696496,87.2497712,tan
464,464,S27,Jharkhand,5,2014,3,Godda,GEN,NISHIKANT DUBEY,M,GEN,42,BJP,1049642,1590772,65.98,24.8286181,87.2109632,orange
465,465,S27,Jharkhand,5,2014,4,Chatra,GEN,SUNIL KUMAR SINGH,M,GEN,52,BJP,712980,1312562,54.32,24.1067061,84.8616604,orange
466,466,S27,Jharkhand,5,2014,5,Kodarma,GEN,RAVINDRA KR. RAY,M,GEN,50,BJP,1024939,1639645,62.51,24.4599472,85.49517168,orange
467,467,S27,Jharkhand,5,2014,6,Giridih,GEN,RAVINDRA KUMAR PANDEY,M,GEN,55,BJP,971242,1511644,64.25,24.25,85.916667,orange
468,468,S27,Jharkhand,5,2014,7,Dhanbad,GEN,PASHUPATI NATH SINGH,M,GEN,65,BJP,1143945,1890021,60.53,23.7952809,86.4309638,orange
469,469,S27,Jharkhand,5,2014,8,Ranchi,GEN,RAM TAHAL CHOUDHARY,M,GEN,72,BJP,1049787,1648459,63.68,23.3700354,85.3250132,orange
470,470,S27,Jharkhand,5,2014,9,Jamshedpur,GEN,BIDYUT BARAN MAHATO,M,GEN,51,BJP,1049164,1581665,66.33,22.8015194,86.2029579,orange
471,471,S27,Jharkhand,5,2014,10,Singhbhum,ST,LAXMAN GILUWA,M,ST,52,BJP,795352,1152632,69,22.5,85.5,orange
472,472,S27,Jharkhand,5,2014,11,Khunti,ST,KARIA MUNDA,M,ST,77,BJP,737611,1111856,66.34,23.0770961,85.2800459,orange
473,473,S27,Jharkhand,5,2014,12,Lohardaga,ST,SUDARSHAN BHAGAT,M,ST,45,BJP,651639,1119144,58.23,23.4313007,84.6783925,orange
474,474,S27,Jharkhand,5,2014,13,Palamau,SC,VISHNU DAYAL RAM,M,SC,62,BJP,978159,1645957,59.43,23.68172835,84.13918442,orange
475,475,S27,Jharkhand,5,2014,14,Hazaribagh,GEN,JAYANT SINHA,M,GEN,50,BJP,967348,1518923,63.69,23.8903906,85.31502017,orange
476,476,S28,Uttarakhand,5,2014,1,Tehri Garhwal,GEN,MALA RAJYA LAXMI SHAH,F,GEN,64,BJP,776945,1352614,57.44,30.5,78.666667,orange
477,477,S28,Uttarakhand,5,2014,2,Garhwal,GEN,(MAJ GEN (RETD.) ) BHUWAN CHANDRA KHANDURI (AVSM),M,GEN,79,BJP,684014,1267218,53.98,30.25,79.333333,orange
478,478,S28,Uttarakhand,5,2014,3,Almora,SC,AJAY TAMTA,M,SC,41,BJP,656934,1253541,52.41,29.6016827,79.6633829,orange
479,479,S28,Uttarakhand,5,2014,5,Hardwar,GEN,RAMESH POKHRIYAL NISHANK,M,GEN,54,BJP,1175734,1642873,71.57,29.9384473,78.1452985,orange
480,480,U01,Andaman & Nicobar Islands,5,2014,1,Andaman & Nicobar Islands,GEN,BISHNU PADA RAY,M,GEN,64,BJP,190346,269360,70.67,10.2188344,92.5771329,orange
481,481,U02,Chandigarh,5,2014,1,CHANDIGARH,GEN,KIRRON KHER ,F,GEN,61,BJP,453462,615214,73.71,30.7194022,76.7646552,orange
482,482,U04,Daman & Diu,5,2014,1,Daman & diu,GEN,PATEL LALUBHAI BABUBHAI,M,GEN,58,BJP,87233,111827,78.01,20.42000485,72.8637629,orange
483,483,U05,NCT OF Delhi,5,2014,1,CHANDNI CHOWK                 ,GEN,DR. HARSH VARDHAN,M,GEN,59,BJP,982275,1447230,67.87,28.6562654,77.2299093,orange
484,484,U05,NCT OF Delhi,5,2014,2,NORTH EAST DELHI              ,GEN,MANOJ TIWARI,M,GEN,43,BJP,1317974,1957708,67.32,28.72379065,77.26361566,orange
485,485,U05,NCT OF Delhi,5,2014,3,EAST DELHI                    ,GEN,MAHEISH GIRRI,M,GEN,39,BJP,1196731,1829578,65.41,28.61976385,77.29806519,orange
486,486,U05,NCT OF Delhi,5,2014,4,NEW DELHI                     ,GEN,MEENAKASHI LEKHI,F,GEN,46,BJP,970169,1490147,65.11,28.6141793,77.2022662,orange
487,487,U05,NCT OF Delhi,5,2014,5,NORTH WEST DELHI              ,SC ,UDIT RAJ,M,SC,56,BJP,1356404,2194343,61.81,28.6141793,77.2022662,orange
488,488,U05,NCT OF Delhi,5,2014,6,WEST DELHI                    ,GEN,PARVESH SAHIB SINGH VERMA,M,GEN,36,BJP,1348744,2039410,66.13,28.6479519,77.08556541,orange
489,489,U05,NCT OF Delhi,5,2014,7,SOUTH DELHI                   ,GEN,RAMESH BIDHURI,M,GEN,52,BJP,1102849,1752748,62.92,28.48555995,77.19446505,orange
490,490,U06,Lakshadweep,5,2014,1,Lakshadweep,ST,MOHAMMED FAIZAL P.P.,M,ST,38,NCP,43242,49922,86.62,10.565685,72.640639,peru
491,491,U07,Puducherry,5,2014,1,Puducherry,GEN,R. RADHAKRISHNAN,M,GEN,42,AINRC,740053,901357,82.1,11.9340568,79.8306447,teal
